CY_Qtr,STATE,Facility_Count,Census,Total_Nurse_HPRD,Nurse_Care_HPRD,Total_RN_HPRD,Direct_Care_RN_HPRD,Contract_Percentage,State_Census
2025Q3,AK,18,39.68357487922705,5.976640848499605,5.630858542820623,1.7934649096110535,1.463967222594193,12.105025313999533,714.3043478260869
2025Q4,AK,13,42.901337792642146,5.798720327421556,5.488400506723837,1.760014032352368,1.472148119274995,14.46854147014741,557.7173913043479
2017Q1,AL,214,101.45716510903428,3.9796097315084196,3.6839590494686716,0.5169083781757516,0.31131962856916223,0.33162191556547743,21711.833333333336
2017Q2,AL,205,99.29890109890111,4.010523876591768,3.699652616764763,0.5244081178090726,0.30638608070195705,0.32324784651665356,20356.27472527473
2017Q3,AL,214,100.54535757822026,3.964207968833116,3.675076176903993,0.515599769036901,0.31087814473788566,0.2386495827954809,21516.706521739135
2017Q4,AL,213,100.85313329250866,4.020699735568871,3.724447649619141,0.5152100269288646,0.30495625703960594,0.1779692601676192,21481.717391304344
2018Q1,AL,215,100.55147286821709,4.009416083191865,3.715199178072758,0.5311947138031045,0.32122792599571054,0.20533432322293468,21618.566666666673
2018Q2,AL,215,100.40286225402505,3.965066702912163,3.6854679843329863,0.5280429010243425,0.32632961409746164,0.3093591199049136,21586.615384615387
2018Q3,AL,217,100.9879282708876,3.963608509996662,3.6836001722117153,0.5281387345910938,0.32592130043653095,0.2421110492630329,21914.380434782608
2018Q4,AL,218,101.21464898284802,3.9261648918378236,3.647258774922277,0.5365681557428935,0.33432053128114286,0.22244711916498175,22064.793478260868
2019Q1,AL,222,101.37302302302304,3.863964796663232,3.5865743621240496,0.5432439680799117,0.3404956273547434,0.3036898431322205,22504.811111111114
2019Q2,AL,221,101.37556561085972,3.8747572254562077,3.5912188365107487,0.548187568546433,0.3397268541135708,0.29532784923544225,22404.0
2019Q3,AL,223,101.10148177032559,3.8888429503837143,3.6077957408116297,0.5471342562281905,0.34412412411929816,0.27635957880979267,22545.630434782608
2019Q4,AL,224,101.08195846273293,3.8672052621649398,3.5923904887770473,0.5524409328994281,0.35169787580703155,0.5742464878264653,22642.358695652176
2020Q1,AL,191,99.83251826707324,3.89034602570671,3.6001112386028264,0.5601698777481877,0.355534192528883,0.3581284566040917,19068.01098901099
