Chain,Chain ID,Number of facilities,Number of states and territories with operations,Number of Special Focus Facilities (SFF),Number of SFF candidates,Number of facilities with an abuse icon,Percentage of facilities with an abuse icon,Percent of facilities classified as for-profit,Percent of facilities classified as non-profit,Percent of facilities classified as government-owned,Average overall 5-star rating,Average health inspection rating,Average staffing rating,Average quality rating,Average total nurse hours per resident day,Average total weekend nurse hours per resident day,Average total Registered Nurse hours per resident day,Average total nursing staff turnover percentage,Average Registered Nurse turnover percentage,Average number of administrators who have left the nursing home,Total number of fines,Average number of fines,Total amount of fines in dollars,Average amount of fines in dollars,Total number of payment denials,Average number of payment denials,Average percentage of short-stay residents who were re-hospitalized after a nursing home admission,Average percentage of short-stay residents who have had an outpatient emergency department visit,Average percentage of short-stay residents who newly received an antipsychotic medication,Average percentage of short-stay residents with pressure ulcers or pressure injuries that are new or worsened,Average percentage of short-stay residents who are at or above an expected ability to care for themselves and move around at discharge ,Average percentage of short-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of short-stay residents who were assessed and appropriately given the  pneumococcal vaccine,"Average number of hospitalizations per 1,000 long-stay resident days","Average number of outpatient emergency department visits per 1,000 long-stay resident days",Average percentage of long-stay residents who received an antipsychotic medication,Average percentage of long-stay residents experiencing one or more falls with major injury,Average percentage of long-stay residents with pressure ulcers,Average percentage of long-stay residents with a urinary tract infection,Average percentage of long-stay residents who have or had a catheter inserted and left in their bladder,Average percentage of long-stay residents whose ability to move independently worsened,Average percentage of long-stay residents whose need for help with activities of daily living has increased,Average percentage of long-stay residents who were assessed and appropriately given the seasonal influenza vaccine,Average percentage of long-stay residents who were assessed and appropriately given the  pneumococcal vaccine,Average percentage of long-stay residents who were physically restrained,Average percentage of long-stay residents with new or worsened bowel or bladder incontinence,Average percentage of long-stay residents who lose too much weight,Average percentage of long-stay residents who have symptoms of depression,Average percentage of long-stay residents who used antianxiety or hypnotic medication,Average rate of potentially preventable hospital readmissions 30 days after discharge from a SNF
SOLARIS HEALTHCARE,477,21,1,0,0,1,4.76,52.4,47.6,0.0,3.8,3.3,3.7,4.5,3.8,3.4,0.7,36.6,32.3,0.1,14,0.7,505429.00,24068.05,0,0.0,25.4,8.4,1.0,1.8,52.4,97.0,97.1,2.19,0.96,7.1,2.7,4.1,1.0,0.2,13.3,9.5,100.0,99.3,0.0,10.3,4.2,3.4,11.8,11.9
CCH HEALTHCARE,124,33,3,0,2,4,12.12,100.0,0.0,0.0,2.5,2.2,2.7,3.6,3.8,3.3,0.7,59.5,51.9,0.9,50,1.5,1560626.00,47291.70,13,0.4,23.1,14.1,1.7,2.5,42.6,63.6,69.1,1.98,2.06,8.9,3.0,6.0,1.0,0.2,10.4,7.4,91.5,86.5,0.0,22.2,8.4,8.0,27.6,10.6
GARDEN SPRINGS HEALTHCARE,805,7,1,0,0,0,0.00,85.7,14.3,0.0,1.7,1.7,2.1,4.1,3.9,3.3,0.7,56.0,47.3,0.2,8,1.1,168594.00,24084.86,1,0.1,22.4,14.4,1.7,3.6,51.6,65.1,64.9,2.01,2.63,6.3,3.1,2.1,0.2,0.1,4.6,2.8,93.9,92.1,0.0,22.7,3.7,42.5,25.1,10.4
BANECARE MANAGEMENT,68,9,1,0,0,0,0.00,100.0,0.0,0.0,3.4,3.4,3.1,3.8,3.6,3.2,0.5,41.1,43.1,0.5,6,0.7,379623.00,42180.33,0,0.0,26.8,11.1,1.2,2.3,50.1,84.4,82.1,1.26,1.00,17.6,3.5,4.1,1.5,0.3,18.1,17.0,97.4,96.6,0.0,21.7,5.3,3.3,16.7,11.2
"PERSONAL HEALTHCARE, LLC",398,14,2,0,1,0,0.00,100.0,0.0,0.0,2.6,2.4,3.2,3.5,3.5,3.0,0.6,49.8,45.9,0.3,11,0.8,287134.00,20509.57,0,0.0,20.2,10.9,1.5,2.3,51.4,74.7,74.7,2.06,1.91,13.1,3.1,6.5,1.0,0.6,16.4,14.4,92.6,94.6,0.2,19.4,8.8,7.6,16.9,10.4
PACS GROUP,690,248,14,3,5,29,11.69,99.6,0.0,0.4,2.8,2.5,2.4,4.1,4.0,3.5,0.5,48.3,47.9,0.6,239,1.0,7406239.00,29984.77,66,0.3,22.7,13.0,1.3,1.7,56.0,88.3,90.5,1.84,1.70,10.0,2.0,4.7,0.7,0.6,11.8,9.0,96.5,96.8,0.1,15.7,3.3,14.9,16.2,10.6
UNITED METHODIST HOMES,534,2,2,0,0,0,0.00,0.0,100.0,0.0,2.5,2.5,3.5,4.0,3.9,3.4,0.6,48.7,39.8,1.0,2,1.0,159646.00,79823.00,0,0.0,21.2,12.7,1.2,0.0,62.1,77.5,79.9,1.90,1.02,10.5,4.5,5.3,1.9,1.8,24.4,16.9,92.9,89.9,0.0,32.1,4.4,0.3,10.7,9.8
AMERICARE SENIOR LIVING,34,23,2,0,0,1,4.35,100.0,0.0,0.0,3.5,3.6,3.3,3.0,3.7,3.2,0.5,50.8,44.3,0.4,9,0.4,217085.00,9438.48,0,0.0,25.8,13.9,1.1,1.7,60.4,74.3,86.9,2.12,2.73,20.4,4.7,5.0,2.5,2.0,16.5,16.4,95.5,97.5,0.0,22.8,7.4,1.6,24.2,10.8
EDEN HEALTHCARE,191,7,2,0,0,0,0.00,100.0,0.0,0.0,2.6,2.4,3.4,3.4,3.6,3.2,0.8,51.1,44.1,0.4,13,1.9,337118.00,48159.71,2,0.3,27.0,14.4,2.1,1.3,64.6,75.6,87.0,1.60,1.75,18.7,3.6,5.5,0.9,1.4,25.3,21.6,98.0,97.6,0.2,21.8,5.7,2.9,16.9,11.2
EASTERN HEALTHCARE GROUP,608,17,1,0,2,4,23.53,100.0,0.0,0.0,1.4,1.8,1.2,3.1,3.1,2.7,0.4,56.4,61.0,0.9,32,1.9,817011.00,48059.47,1,0.1,23.9,10.9,1.9,2.1,51.6,42.0,44.1,1.82,1.57,11.8,3.3,5.7,1.4,0.5,23.0,20.8,80.6,75.8,0.0,24.7,5.9,24.4,20.1,11.2
OSBYCORP,388,2,2,0,0,0,0.00,100.0,0.0,0.0,2.5,2.5,2.5,3.5,3.2,2.8,0.7,41.3,28.6,0.0,0,0.0,0.00,0.00,0,0.0,32.7,7.0,0.0,5.5,70.0,90.0,96.1,1.71,2.54,19.3,7.1,3.0,5.4,1.1,10.1,16.2,98.4,98.4,0.0,22.8,7.7,8.1,17.6,10.8
DAVID & FRANK JOHNSON,811,45,2,0,0,3,6.67,100.0,0.0,0.0,3.0,2.6,3.0,4.2,4.4,3.9,0.5,32.6,25.1,0.4,40,0.9,776595.00,17257.67,3,0.1,25.5,10.0,1.4,0.9,56.3,95.6,97.1,2.62,1.57,5.1,1.3,4.9,0.7,0.4,8.2,8.3,98.3,97.9,0.0,7.0,2.7,8.4,10.9,10.6
DAVID VANN & BOYD WRIGHT,723,5,1,0,0,0,0.00,100.0,0.0,0.0,3.4,3.4,3.2,2.6,4.1,3.4,0.4,51.7,54.5,0.6,6,1.2,82487.00,16497.40,0,0.0,34.6,15.9,1.5,5.8,52.3,82.9,86.1,2.85,3.08,4.9,3.3,7.6,1.2,0.7,21.5,17.2,97.9,97.2,0.0,20.3,6.0,0.1,15.2,11.6
AZRIA HEALTH,64,9,2,0,1,0,0.00,100.0,0.0,0.0,2.0,2.4,2.9,1.7,3.9,3.4,0.6,51.7,47.1,0.7,5,0.6,81550.00,9061.11,3,0.3,24.0,18.2,2.5,4.1,49.9,62.2,73.7,1.87,3.10,17.4,4.4,4.7,3.3,2.9,31.2,27.3,91.5,89.1,0.2,27.5,4.2,4.9,20.4,11.1
BROOKDALE SENIOR LIVING,93,14,10,0,0,1,7.14,100.0,0.0,0.0,2.9,2.6,4.1,3.9,4.5,4.0,1.1,45.3,38.7,0.5,18,1.3,735201.00,52514.36,2,0.1,21.7,10.7,0.7,3.4,52.8,88.6,90.3,1.87,1.17,10.3,4.8,6.2,2.4,0.8,22.3,16.6,95.5,98.1,0.0,23.1,9.6,1.4,15.3,10.6
VENZA CARE MANAGEMENT,614,20,7,0,0,1,5.00,100.0,0.0,0.0,2.4,2.6,3.4,2.3,4.1,3.4,0.6,52.9,50.3,0.4,16,0.8,508640.00,25432.00,2,0.1,24.6,13.0,1.9,1.5,42.9,79.8,85.6,2.15,2.01,21.6,3.9,6.0,2.0,1.4,24.5,19.6,92.4,91.4,0.2,20.4,5.5,2.1,23.3,11.2
PLANTATION MANAGEMENT COMPANY,406,16,1,0,1,3,18.75,100.0,0.0,0.0,1.5,2.1,1.3,1.8,3.3,2.8,0.1,49.7,52.0,0.6,17,1.1,941049.00,58815.56,3,0.2,32.8,14.3,2.6,4.9,37.9,78.3,84.1,2.76,2.30,21.0,3.8,6.8,2.2,1.4,21.4,15.5,95.9,89.8,0.0,18.7,5.0,0.6,20.2,11.4
RUBY HEALTHCARE,824,7,1,0,0,3,42.86,57.1,0.0,42.9,2.9,2.1,3.0,4.7,3.6,3.2,0.4,50.3,54.2,0.3,16,2.3,633489.00,90498.43,1,0.1,22.3,14.1,0.5,2.6,58.1,99.9,88.9,2.14,2.02,5.5,3.3,2.6,0.1,0.0,8.5,9.5,99.8,97.1,0.0,13.1,3.6,1.2,13.9,10.8
FLORIDA DEPARTMENT OF VETERANS' AFFAIRS,739,8,1,0,0,2,25.00,0.0,0.0,100.0,3.1,3.3,4.5,2.0,5.2,4.5,1.0,47.4,41.9,0.5,21,2.6,238631.00,29828.88,2,0.3,,,,,,75.4,78.9,1.76,1.49,18.5,2.9,5.0,4.7,2.2,31.9,24.7,95.3,91.8,0.0,22.8,5.1,2.2,16.3,11.9
CARESPRING,111,16,2,0,0,0,0.00,100.0,0.0,0.0,4.1,3.6,2.6,4.5,4.1,3.6,0.7,54.6,39.8,0.4,2,0.1,27570.00,1723.13,1,0.1,24.3,10.3,1.0,2.1,54.2,94.9,99.8,1.63,1.46,8.6,3.5,3.1,0.1,0.3,6.5,4.5,96.8,99.8,0.0,27.5,6.7,42.3,21.9,11.9
DAVID OBERLANDER,812,6,1,0,3,0,0.00,100.0,0.0,0.0,1.0,1.0,1.8,2.7,3.8,3.3,0.5,60.1,48.6,0.7,8,1.3,550641.00,91773.50,6,1.0,29.7,19.8,1.5,5.5,54.4,65.0,65.9,2.08,2.21,5.2,3.7,5.0,0.2,0.0,5.6,5.0,90.5,87.5,0.0,19.3,7.2,52.6,21.9,10.8
ROCHESTER REGIONAL HEALTH,454,5,1,0,0,0,0.00,0.0,100.0,0.0,4.0,3.6,3.8,4.4,4.4,3.8,0.7,40.3,31.6,0.6,1,0.2,12868.00,2573.60,0,0.0,22.1,9.5,0.4,2.9,60.3,90.0,84.3,1.68,0.84,13.4,4.2,8.4,0.9,0.4,14.6,17.2,96.8,94.1,0.0,15.5,6.8,2.8,8.6,10.4
DAKAVIA,178,3,2,0,0,1,33.33,100.0,0.0,0.0,2.7,3.0,2.0,3.7,3.6,3.1,1.0,46.3,41.6,0.0,2,0.7,88001.00,29333.67,0,0.0,19.9,22.3,0.0,4.3,60.5,88.9,72.1,1.49,3.77,15.3,2.2,5.7,5.4,3.9,15.0,16.5,91.7,94.5,0.0,17.7,3.6,22.2,6.4,10.8
HERITAGE MINISTRIES,266,4,2,0,0,1,25.00,0.0,100.0,0.0,2.3,2.5,2.5,3.5,3.1,2.7,0.5,46.1,23.8,0.3,5,1.3,28242.00,7060.50,0,0.0,14.4,10.6,1.4,4.2,53.0,63.1,59.6,0.89,0.90,19.1,3.5,4.5,3.2,1.3,25.2,22.2,95.2,89.7,0.0,20.4,5.3,1.4,14.0,10.4
CARING PLACE HEALTHCARE GROUP,114,5,1,0,0,0,0.00,100.0,0.0,0.0,4.4,3.6,2.6,4.8,3.9,3.5,0.5,46.9,40.1,0.6,1,0.2,15924.00,3184.80,0,0.0,23.8,10.8,0.9,0.3,65.6,82.3,84.2,1.38,1.57,7.0,1.7,0.7,0.4,0.2,10.6,5.7,98.0,93.3,0.0,26.9,6.8,44.0,25.8,11.4
